context,question,answer,base_prediction,lora_prediction,base_rougeL,lora_rougeL,base_bertscore_f1,lora_bertscore_f1,base_numeric_groundedness,lora_numeric_groundedness,base_numeric_recall,lora_numeric_recall,base_numeric_issue,lora_numeric_issue
"TITLE: RIALTO: Radiotherapy in Primarily Metastasized Prostate Cancer - Image-guided Local AbLaTion of Prostate and Oligoresidual Disease
SUMMARY: The goal of this clinical trial is to learn if radiotherapy to the prostate and PET-positive (positron emission tomography) metastasis will lead to radiological response on PSMA-PET (prostate specific membrane antigen-PET). Patients who receive combined androgen deprivation therapy for de novo metastasized prostate cancer and show an incomplete PSA-response (\>0,2 ng/ml after six months) and exhibit at least four bone metastases on PET-imaging at this time point (without metastases to organs) can take part in this study.
The main questions it aims to answer are:
• Does radiotherapy to the prostate and PET-positive metastases lead to a radiological response one year after radiotherapy? Researchers will analyze PET-imaging prior to radiotherapy to the prostate and metastases and one yeare thereafter.
Participants will:
Continue taking combined androgen-deprivation therapy
Receive a total of three PSMA-PET/CT scans
Receive radiotherapy to the prostate and PET-positive metastases
Visit the clinic every three months for 36 months
Complete quality of life questionnaires at every visit
INCLUSION_CRITERIA:
Prostate adenocarcinoma
de novo metastasized prostate cancer (at least 4 osseous metastases +/- lymphonodal metastases)
first-line combined antihormonal therapy (ADT + ARPI) for six months
PSA \> 0,2 ng/ml after six months of combined ADT/ARPI therapy
multimetastasized disease stage without visceral metastases on imaging at first diagnosis (PET, CT, or bone scan)
\<16 osseous/lymphnodal metastases on response assessment imaging (PSMA-PET/CT) after six months of combined antihormonal therapy",How many PSMA-PET/CT scans will participants receive during the trial?,Participants will receive a total of three PSMA-PET/CT scans during the trial.,Participants will receive a total of three PSMA-PET/CT scans during the trial.,Participants will receive a total of three PSMA-PET/CT scans during the trial.,1.0,1.0,1.0000001,1.0000001,1.0,1.0,1.0,1.0,False,False
"TITLE: RIALTO: Radiotherapy in Primarily Metastasized Prostate Cancer - Image-guided Local AbLaTion of Prostate and Oligoresidual Disease
SUMMARY: The goal of this clinical trial is to learn if radiotherapy to the prostate and PET-positive (positron emission tomography) metastasis will lead to radiological response on PSMA-PET (prostate specific membrane antigen-PET). Patients who receive combined androgen deprivation therapy for de novo metastasized prostate cancer and show an incomplete PSA-response (\>0,2 ng/ml after six months) and exhibit at least four bone metastases on PET-imaging at this time point (without metastases to organs) can take part in this study.
The main questions it aims to answer are:
• Does radiotherapy to the prostate and PET-positive metastases lead to a radiological response one year after radiotherapy? Researchers will analyze PET-imaging prior to radiotherapy to the prostate and metastases and one yeare thereafter.
Participants will:
Continue taking combined androgen-deprivation therapy
Receive a total of three PSMA-PET/CT scans
Receive radiotherapy to the prostate and PET-positive metastases
Visit the clinic every three months for 36 months
Complete quality of life questionnaires at every visit
INCLUSION_CRITERIA:
Prostate adenocarcinoma
de novo metastasized prostate cancer (at least 4 osseous metastases +/- lymphonodal metastases)
first-line combined antihormonal therapy (ADT + ARPI) for six months
PSA \> 0,2 ng/ml after six months of combined ADT/ARPI therapy
multimetastasized disease stage without visceral metastases on imaging at first diagnosis (PET, CT, or bone scan)
\<16 osseous/lymphnodal metastases on response assessment imaging (PSMA-PET/CT) after six months of combined antihormonal therapy","I have prostate cancer that has spread to my bones, can I get treatment that combines radiation with hormone therapy?","Yes, you can get treatment that combines radiation with hormone therapy. The clinical trial involves combined androgen deprivation therapy (ADT) for de novo metastasized prostate cancer, along with radiotherapy to the prostate and PET-positive metastases.","Yes, you can get treatment that combines radiation with hormone therapy if you have prostate cancer that has spread to your bones and meet the eligibility criteria for this clinical trial. The trial involves receiving combined androgen deprivation therapy and radiotherapy to the prostate and PET-positive metastases.","Yes, you can get treatment that combines radiation with hormone therapy if you meet the eligibility criteria for this clinical trial, which include having de novo metastasized prostate cancer with at least four bone metastases and an incomplete PSA-response after six months of combined androgen deprivation therapy.",0.6428571428571429,0.5,0.9372914,0.9167164,1.0,1.0,1.0,1.0,False,False
"TITLE: Impact of an Active Technologies and Gamification Program on School Engagement, Self-efficacy and Academic Performance in Primary Education
SUMMARY: This study evaluates the effects of an 8-week gamified cooperative exergaming program implemented during regular physical education lessons in primary school children. Participants were assigned by classroom to either an experimental group, which completed ""The Movement League"" program integrating dance-based exergames, cooperative learning, and gamification, or a control group, which received conventional physical education. The study aims to determine whether this multicomponent intervention improves motivation toward physical education, increases habitual physical activity, and reduces sedentary behavior compared with standard physical education.
INCLUSION_CRITERIA:
Children aged 8 to 12 years.
Enrolled in grades 3 to 6 of primary school.
Able to participate safely in regular physical education classes.
Written informed consent provided by a parent or legal guardian.
Verbal assent provided by the participant.",What is the main goal of this clinical trial regarding physical education?,"The main goal of this clinical trial regarding physical education is to determine whether an 8-week gamified cooperative exergaming program improves motivation toward physical education, increases habitual physical activity, and reduces sedentary behavior compared with standard physical education.","The main goal of this clinical trial is to determine whether an 8-week gamified cooperative exergaming program improves motivation toward physical education, increases habitual physical activity, and reduces sedentary behavior compared with standard physical education.","The main goal of this clinical trial is to determine whether an 8-week gamified cooperative exergaming program improves motivation toward physical education, increases habitual physical activity, and reduces sedentary behavior compared with standard physical education.",0.9600000000000001,0.9600000000000001,0.9928968,0.9928968,1.0,1.0,1.0,1.0,False,False
"TITLE: Impact of an Active Technologies and Gamification Program on School Engagement, Self-efficacy and Academic Performance in Primary Education
SUMMARY: This study evaluates the effects of an 8-week gamified cooperative exergaming program implemented during regular physical education lessons in primary school children. Participants were assigned by classroom to either an experimental group, which completed ""The Movement League"" program integrating dance-based exergames, cooperative learning, and gamification, or a control group, which received conventional physical education. The study aims to determine whether this multicomponent intervention improves motivation toward physical education, increases habitual physical activity, and reduces sedentary behavior compared with standard physical education.
INCLUSION_CRITERIA:
Children aged 8 to 12 years.
Enrolled in grades 3 to 6 of primary school.
Able to participate safely in regular physical education classes.
Written informed consent provided by a parent or legal guardian.
Verbal assent provided by the participant.",Could an 11-year-old child enrolled in grade 5 of primary school qualify for this study?,"Yes, an 11-year-old child enrolled in grade 5 of primary school could qualify for this study as they meet the age and grade criteria (8 to 12 years and grades 3 to 6).","Yes, an 11-year-old child enrolled in grade 5 of primary school could qualify for this study as they meet the age requirement of 8 to 12 years and are enrolled in grades 3 to 6 of primary school.","Yes, an 11-year-old child enrolled in grade 5 of primary school could qualify for this study as long as they meet all other inclusion criteria.",0.8533333333333333,0.7096774193548386,0.9628884,0.93812084,0.7142857142857143,0.0,1.0,0.2857142857142857,True,True
"TITLE: Impact of an Active Technologies and Gamification Program on School Engagement, Self-efficacy and Academic Performance in Primary Education
SUMMARY: This study evaluates the effects of an 8-week gamified cooperative exergaming program implemented during regular physical education lessons in primary school children. Participants were assigned by classroom to either an experimental group, which completed ""The Movement League"" program integrating dance-based exergames, cooperative learning, and gamification, or a control group, which received conventional physical education. The study aims to determine whether this multicomponent intervention improves motivation toward physical education, increases habitual physical activity, and reduces sedentary behavior compared with standard physical education.
INCLUSION_CRITERIA:
Children aged 8 to 12 years.
Enrolled in grades 3 to 6 of primary school.
Able to participate safely in regular physical education classes.
Written informed consent provided by a parent or legal guardian.
Verbal assent provided by the participant.",Is this clinical trial open to children who are not fluent in the language of the country where the trial is conducted?,"The eligibility criteria do not specify language fluency, so it is unclear from the provided context whether this clinical trial is open to children who are not fluent in the language of the country where the trial is conducted. The provided context does not contain enough information to answer that question.","The context does not provide information on language requirements for participation in the clinical trial. Therefore, it cannot be determined whether this clinical trial is open to children who are not fluent in the language of the country where the trial is conducted.","This clinical trial is not open to children who are not fluent in the language of the country where the trial is conducted, as the context does not mention any language requirements.",0.5744680851063829,0.6265060240963856,0.9455487,0.9317881,1.0,1.0,1.0,1.0,False,False
"TITLE: Impact of an Active Technologies and Gamification Program on School Engagement, Self-efficacy and Academic Performance in Primary Education
SUMMARY: This study evaluates the effects of an 8-week gamified cooperative exergaming program implemented during regular physical education lessons in primary school children. Participants were assigned by classroom to either an experimental group, which completed ""The Movement League"" program integrating dance-based exergames, cooperative learning, and gamification, or a control group, which received conventional physical education. The study aims to determine whether this multicomponent intervention improves motivation toward physical education, increases habitual physical activity, and reduces sedentary behavior compared with standard physical education.
INCLUSION_CRITERIA:
Children aged 8 to 12 years.
Enrolled in grades 3 to 6 of primary school.
Able to participate safely in regular physical education classes.
Written informed consent provided by a parent or legal guardian.
Verbal assent provided by the participant.",Will my kid get to play fun games during PE class if they participate in this study?,"Yes, if your kid participates in this study, they will get to play fun games during PE class as the program integrates dance-based exergames and gamification.","Yes, if your child participates in this study, they will get to play fun games during PE class as part of the experimental group's intervention.","Yes, if your child participates in this study, they will get to play fun games during PE class as part of the 'The Movement League' program.",0.7169811320754716,0.7547169811320754,0.9423286,0.943307,1.0,1.0,1.0,1.0,False,False
"TITLE: Enhancing Dietary Perception and Acceptance of Pulses in Children Through an Innovative Nutritional Intervention Program: Bringing Pulses to the Dining Table
SUMMARY: This parallel-arm, randomized controlled trial will evaluate the effectiveness of a 6-week pulse-focused nutrition intervention in school-aged children (6-13 years). The study aims to assess adherence to a pulse-based diet providing 1.5 cups of pulses per week and to examine the effects of whole-cooked pulse consumption on gut health, including gut microbiome composition, metabolomic profiles, and gut barrier function. Secondary objectives include evaluating the impact of pulse consumption on markers of metabolic health and inflammation. Forty participants will be randomized to either a pulse-focused nutrition education program with weekly provision of pre-measured pulses (black beans, lentils, and chickpeas) or a pulse-focused nutrition education program in which participants independently procure their own pulses. Participants will follow the assigned intervention for 6 weeks.
INCLUSION_CRITERIA:
Children aged 6-13 years old
Ability to speak English",What is the main goal of this clinical trial regarding dietary interventions in children?,The main goal of this clinical trial is to evaluate the effectiveness of a 6-week pulse-focused nutrition intervention in school-aged children (6-13 years) and to assess adherence to a pulse-based diet providing 1.5 cups of pulses per week.,"The main goal of this clinical trial is to evaluate the effectiveness of a 6-week pulse-focused nutrition intervention in school-aged children (6-13 years) by assessing adherence to a pulse-based diet providing 1.5 cups of pulses per week and examining the effects on gut health, including gut microbiome composition, metabolomic profiles, and gut barrier function.","The main goal of this clinical trial is to evaluate the effectiveness of a 6-week pulse-focused nutrition intervention in school-aged children (6-13 years) by assessing adherence to a pulse-based diet providing 1.5 cups of pulses per week and examining the effects of whole-cooked pulse consumption on gut health, including gut microbiome composition, metabolomic profiles, and gut barrier function.",0.8076923076923077,0.7706422018348624,0.96497035,0.9607656,1.0,1.0,1.0,1.0,False,False
"TITLE: Enhancing Dietary Perception and Acceptance of Pulses in Children Through an Innovative Nutritional Intervention Program: Bringing Pulses to the Dining Table
SUMMARY: This parallel-arm, randomized controlled trial will evaluate the effectiveness of a 6-week pulse-focused nutrition intervention in school-aged children (6-13 years). The study aims to assess adherence to a pulse-based diet providing 1.5 cups of pulses per week and to examine the effects of whole-cooked pulse consumption on gut health, including gut microbiome composition, metabolomic profiles, and gut barrier function. Secondary objectives include evaluating the impact of pulse consumption on markers of metabolic health and inflammation. Forty participants will be randomized to either a pulse-focused nutrition education program with weekly provision of pre-measured pulses (black beans, lentils, and chickpeas) or a pulse-focused nutrition education program in which participants independently procure their own pulses. Participants will follow the assigned intervention for 6 weeks.
INCLUSION_CRITERIA:
Children aged 6-13 years old
Ability to speak English",Could a child who speaks English and is between 6-13 years old qualify for this study?,"Yes, a child who speaks English and is between 6-13 years old qualifies for this study based on the inclusion criteria provided.","Yes, a child who speaks English and is between 6-13 years old could qualify for this study as they meet the inclusion criteria of being aged 6-13 years old and able to speak English.","Yes, a child who speaks English and is between 6-13 years old could qualify for this study as these criteria are explicitly stated in the inclusion criteria.",0.6779661016949152,0.7843137254901961,0.9551489,0.9637654,1.0,1.0,1.0,1.0,False,False
"TITLE: Enhancing Dietary Perception and Acceptance of Pulses in Children Through an Innovative Nutritional Intervention Program: Bringing Pulses to the Dining Table
SUMMARY: This parallel-arm, randomized controlled trial will evaluate the effectiveness of a 6-week pulse-focused nutrition intervention in school-aged children (6-13 years). The study aims to assess adherence to a pulse-based diet providing 1.5 cups of pulses per week and to examine the effects of whole-cooked pulse consumption on gut health, including gut microbiome composition, metabolomic profiles, and gut barrier function. Secondary objectives include evaluating the impact of pulse consumption on markers of metabolic health and inflammation. Forty participants will be randomized to either a pulse-focused nutrition education program with weekly provision of pre-measured pulses (black beans, lentils, and chickpeas) or a pulse-focused nutrition education program in which participants independently procure their own pulses. Participants will follow the assigned intervention for 6 weeks.
INCLUSION_CRITERIA:
Children aged 6-13 years old
Ability to speak English","How many participants will be included in this trial, and what is the duration of the intervention?","This trial will include 40 participants, and the duration of the intervention is 6 weeks.","Forty participants will be included in this trial, and the duration of the intervention is 6 weeks.","Forty participants will be included in this trial, and the duration of the intervention is 6 weeks.",0.6875,0.6875,0.9826837,0.9826837,1.0,1.0,0.6666666666666666,0.6666666666666666,False,False
"TITLE: Enhancing Dietary Perception and Acceptance of Pulses in Children Through an Innovative Nutritional Intervention Program: Bringing Pulses to the Dining Table
SUMMARY: This parallel-arm, randomized controlled trial will evaluate the effectiveness of a 6-week pulse-focused nutrition intervention in school-aged children (6-13 years). The study aims to assess adherence to a pulse-based diet providing 1.5 cups of pulses per week and to examine the effects of whole-cooked pulse consumption on gut health, including gut microbiome composition, metabolomic profiles, and gut barrier function. Secondary objectives include evaluating the impact of pulse consumption on markers of metabolic health and inflammation. Forty participants will be randomized to either a pulse-focused nutrition education program with weekly provision of pre-measured pulses (black beans, lentils, and chickpeas) or a pulse-focused nutrition education program in which participants independently procure their own pulses. Participants will follow the assigned intervention for 6 weeks.
INCLUSION_CRITERIA:
Children aged 6-13 years old
Ability to speak English",I'm a parent looking to help my kid eat more pulses. Can this study help me figure out how to do that?,"While this study can provide insights into pulse consumption and its effects, it is not designed to directly help parents figure out how to get their kids to eat more pulses. However, the nutrition education program may offer some guidance.","Yes, this study can help you figure out how to encourage your child to eat more pulses by providing a 6-week pulse-focused nutrition intervention program that includes education and weekly provision of pre-measured pulses.","Yes, this study can help you figure out how to encourage your child to eat more pulses. The trial evaluates the effectiveness of a pulse-focused nutrition intervention, which may provide insights into strategies for increasing pulse consumption in children.",0.36363636363636365,0.375,0.90414566,0.9199852,1.0,1.0,1.0,1.0,False,False
"TITLE: Enhancing Cognitive and Work/School Outcomes in People With First Episode Psychosis: Testing the Effectiveness of Cognitive Self-Management Strategies
SUMMARY: The goal of this pilot cluster randomized trial is to understand if adding a standardized cognitive self-management program, Thinking Skills for Work-Cognitive Self-Management Strategies (CSM) to Coordinated Specialty Care Supported Employment and Education (SEE) programs improves the work and school outcomes of young adults experiencing first episode psychosis. The main questions it aims to answer are:
Does adding the CSM program to usual SEE services lead to improved work and school outcomes, such as ability to find a job or enroll in school, or ability to keep a job or stay in school?
Does adding the CSM program to usual SEE services improve cognition and cognitive self-efficacy? Researchers will recruit six research sites and these will be randomized to either treatment as usual, where they will offer regular SEE services, or the experimental groups, where they will offer regular SEE services plus the CSM program.
Participants in both groups will be asked to complete a brief assessment at baseline, 6-months, 12-months, and 18-months. Participants in the experimental group will be asked to participate in the 12-session CSM program in addition to their regular SEE services.
INCLUSION_CRITERIA: 1. currently in their first 18 months of enrollment in the CSC program
2. at least 15 years of age
3. receiving SEE services but not employed or enrolled in school
4. have the desire to work or resume school.",What is the main goal of this clinical trial?,"The main goal of this clinical trial is to understand if adding a standardized cognitive self-management program, Thinking Skills for Work-Cognitive Self-Management Strategies (CSM) to Coordinated Specialty Care Supported Employment and Education (SEE) programs improves the work and school outcomes of young adults experiencing first episode psychosis.","The main goal of this clinical trial is to understand if adding a standardized cognitive self-management program, Thinking Skills for Work-Cognitive Self-Management Strategies (CSM), to Coordinated Specialty Care Supported Employment and Education (SEE) programs improves the work and school outcomes of young adults experiencing first episode psychosis.","The main goal of this clinical trial is to understand if adding a standardized cognitive self-management program, Thinking Skills for Work-Cognitive Self-Management Strategies (CSM) to Coordinated Specialty Care Supported Employment and Education (SEE) programs improves the work and school outcomes of young adults experiencing first episode psychosis.",1.0,1.0,0.9965316,0.9999999,1.0,1.0,1.0,1.0,False,False
"TITLE: Enhancing Cognitive and Work/School Outcomes in People With First Episode Psychosis: Testing the Effectiveness of Cognitive Self-Management Strategies
SUMMARY: The goal of this pilot cluster randomized trial is to understand if adding a standardized cognitive self-management program, Thinking Skills for Work-Cognitive Self-Management Strategies (CSM) to Coordinated Specialty Care Supported Employment and Education (SEE) programs improves the work and school outcomes of young adults experiencing first episode psychosis. The main questions it aims to answer are:
Does adding the CSM program to usual SEE services lead to improved work and school outcomes, such as ability to find a job or enroll in school, or ability to keep a job or stay in school?
Does adding the CSM program to usual SEE services improve cognition and cognitive self-efficacy? Researchers will recruit six research sites and these will be randomized to either treatment as usual, where they will offer regular SEE services, or the experimental groups, where they will offer regular SEE services plus the CSM program.
Participants in both groups will be asked to complete a brief assessment at baseline, 6-months, 12-months, and 18-months. Participants in the experimental group will be asked to participate in the 12-session CSM program in addition to their regular SEE services.
INCLUSION_CRITERIA: 1. currently in their first 18 months of enrollment in the CSC program
2. at least 15 years of age
3. receiving SEE services but not employed or enrolled in school
4. have the desire to work or resume school.",Could a young adult with first episode psychosis qualify for this study if they are currently receiving SEE services and want to work or go back to school?,"A young adult with first episode psychosis could qualify for this study if they are currently receiving SEE services and want to work or go back to school, as long as they are in their first 18 months of enrollment in the CSC program and at least 15 years of age.","Yes, a young adult with first episode psychosis could qualify for this study if they are currently receiving SEE services and want to work or go back to school. The inclusion criteria state that participants must be receiving SEE services but not employed or enrolled in school and have the desire to work or resume school.","Yes, a young adult with first episode psychosis could qualify for this study if they are currently receiving SEE services and want to work or go back to school. The inclusion criteria state that participants must be receiving SEE services but not employed or enrolled in school and have the desire to work or resume school.",0.5794392523364487,0.5794392523364487,0.9154328,0.91543305,1.0,1.0,0.0,0.0,False,False
"TITLE: Enhancing Cognitive and Work/School Outcomes in People With First Episode Psychosis: Testing the Effectiveness of Cognitive Self-Management Strategies
SUMMARY: The goal of this pilot cluster randomized trial is to understand if adding a standardized cognitive self-management program, Thinking Skills for Work-Cognitive Self-Management Strategies (CSM) to Coordinated Specialty Care Supported Employment and Education (SEE) programs improves the work and school outcomes of young adults experiencing first episode psychosis. The main questions it aims to answer are:
Does adding the CSM program to usual SEE services lead to improved work and school outcomes, such as ability to find a job or enroll in school, or ability to keep a job or stay in school?
Does adding the CSM program to usual SEE services improve cognition and cognitive self-efficacy? Researchers will recruit six research sites and these will be randomized to either treatment as usual, where they will offer regular SEE services, or the experimental groups, where they will offer regular SEE services plus the CSM program.
Participants in both groups will be asked to complete a brief assessment at baseline, 6-months, 12-months, and 18-months. Participants in the experimental group will be asked to participate in the 12-session CSM program in addition to their regular SEE services.
INCLUSION_CRITERIA: 1. currently in their first 18 months of enrollment in the CSC program
2. at least 15 years of age
3. receiving SEE services but not employed or enrolled in school
4. have the desire to work or resume school.",How old must a participant be to be eligible for this trial?,A participant must be at least 15 years of age to be eligible for this trial.,Participants must be at least 15 years of age to be eligible for this trial.,Participants must be at least 15 years of age to be eligible for this trial.,0.967741935483871,0.967741935483871,0.9881581,0.98815805,1.0,1.0,1.0,1.0,False,False
"TITLE: The Effect of Nesting Practice on Pain, Stress Level, and Breastfeeding Success During Intramuscular Injection in Term Newborns Delivered by Cesarean Section
SUMMARY: This randomized controlled trial aims to evaluate the effect of nesting during the first intramuscular injection on pain, stress level, physiological parameters, settling time, and breastfeeding success in healthy term newborns delivered by cesarean section. A total of 112 newborns will be randomly assigned in a 1:1 ratio to either a nesting intervention group or a routine care control group. Newborns in the intervention group will receive nesting until the first intramuscular injection, whereas those in the control group will receive routine neonatal care. Pain, stress level, physiological parameters, settling time, and breastfeeding success will be evaluated using validated assessment tools. The findings are expected to provide evidence regarding the effectiveness of nesting as a simple, safe, and non-pharmacological intervention for reducing procedural pain and stress in newborns while supporting breastfeeding success.
INCLUSION_CRITERIA:
Written informed consent was obtained from the parent(s) or legal guardian(s) of the newborn.
Born by cesarean section.
Term newborn (gestational age between 37+0 and 41+6 weeks).
Birth weight between 2,500 g and 4,000 g.
Clinically stable vital signs (including heart rate, respiratory rate, and oxygen saturation).
No acute or chronic medical conditions.
No congenital anomalies.
No requirement for endotracheal intubation, resuscitation, or admission to the neonatal intensive care unit (NICU).
Scheduled to receive the first intramuscular injection after birth.",What is the purpose of nesting practice during intramuscular injection in newborns delivered by cesarean section?,"The purpose of nesting practice during intramuscular injection in newborns delivered by cesarean section is to evaluate its effect on reducing pain, stress level, physiological parameters, settling time, and supporting breastfeeding success.","The purpose of nesting practice during intramuscular injection in newborns delivered by cesarean section is to evaluate its effect on pain, stress level, physiological parameters, settling time, and breastfeeding success.","To evaluate the effect of nesting during the first intramuscular injection on pain, stress level, physiological parameters, settling time, and breastfeeding success in healthy term newborns delivered by cesarean section.",0.967741935483871,0.5483870967741935,0.9933014,0.95182884,1.0,1.0,1.0,1.0,False,False
"TITLE: The Effect of Nesting Practice on Pain, Stress Level, and Breastfeeding Success During Intramuscular Injection in Term Newborns Delivered by Cesarean Section
SUMMARY: This randomized controlled trial aims to evaluate the effect of nesting during the first intramuscular injection on pain, stress level, physiological parameters, settling time, and breastfeeding success in healthy term newborns delivered by cesarean section. A total of 112 newborns will be randomly assigned in a 1:1 ratio to either a nesting intervention group or a routine care control group. Newborns in the intervention group will receive nesting until the first intramuscular injection, whereas those in the control group will receive routine neonatal care. Pain, stress level, physiological parameters, settling time, and breastfeeding success will be evaluated using validated assessment tools. The findings are expected to provide evidence regarding the effectiveness of nesting as a simple, safe, and non-pharmacological intervention for reducing procedural pain and stress in newborns while supporting breastfeeding success.
INCLUSION_CRITERIA:
Written informed consent was obtained from the parent(s) or legal guardian(s) of the newborn.
Born by cesarean section.
Term newborn (gestational age between 37+0 and 41+6 weeks).
Birth weight between 2,500 g and 4,000 g.
Clinically stable vital signs (including heart rate, respiratory rate, and oxygen saturation).
No acute or chronic medical conditions.
No congenital anomalies.
No requirement for endotracheal intubation, resuscitation, or admission to the neonatal intensive care unit (NICU).
Scheduled to receive the first intramuscular injection after birth.","Could a term newborn delivered by cesarean section with a birth weight between 2,500 g and 4,000 g qualify for this trial?","{'could_qualify': True, 'criteria': ['Born by cesarean section', 'Term newborn (gestational age between 37+0 and 41+6 weeks)', 'Birth weight between 2,500 g and 4,000 g', 'Clinically stable vital signs (including heart rate, respiratory rate, and oxygen saturation)', 'No acute or chronic medical conditions', 'No congenital anomalies', 'No requirement for endotracheal intubation, resuscitation, or admission to the neonatal intensive care unit (NICU)', 'Scheduled to receive the first intramuscular injection after birth']}","Yes, a term newborn delivered by cesarean section with a birth weight between 2,500 g and 4,000 g could qualify for this trial as long as they meet all other inclusion criteria.","Yes, a term newborn delivered by cesarean section with a birth weight between 2,500 g and 4,000 g could qualify for this trial as long as they meet all other inclusion criteria.",0.2592592592592593,0.2592592592592593,0.8491084,0.8491083,1.0,1.0,0.6363636363636364,0.6363636363636364,False,False
"TITLE: The Effect of Nesting Practice on Pain, Stress Level, and Breastfeeding Success During Intramuscular Injection in Term Newborns Delivered by Cesarean Section
SUMMARY: This randomized controlled trial aims to evaluate the effect of nesting during the first intramuscular injection on pain, stress level, physiological parameters, settling time, and breastfeeding success in healthy term newborns delivered by cesarean section. A total of 112 newborns will be randomly assigned in a 1:1 ratio to either a nesting intervention group or a routine care control group. Newborns in the intervention group will receive nesting until the first intramuscular injection, whereas those in the control group will receive routine neonatal care. Pain, stress level, physiological parameters, settling time, and breastfeeding success will be evaluated using validated assessment tools. The findings are expected to provide evidence regarding the effectiveness of nesting as a simple, safe, and non-pharmacological intervention for reducing procedural pain and stress in newborns while supporting breastfeeding success.
INCLUSION_CRITERIA:
Written informed consent was obtained from the parent(s) or legal guardian(s) of the newborn.
Born by cesarean section.
Term newborn (gestational age between 37+0 and 41+6 weeks).
Birth weight between 2,500 g and 4,000 g.
Clinically stable vital signs (including heart rate, respiratory rate, and oxygen saturation).
No acute or chronic medical conditions.
No congenital anomalies.
No requirement for endotracheal intubation, resuscitation, or admission to the neonatal intensive care unit (NICU).
Scheduled to receive the first intramuscular injection after birth.",How many newborns will be randomly assigned to either the nesting intervention group or the routine care control group?,"112 newborns. A total of 112 healthy term newborns will be randomly assigned in a 1:1 ratio to the nesting intervention or routine-care control group. Major criteria include cesarean delivery, gestational age 37+0 to 41+6 weeks, birth weight 2,500–4,000 g, clinically stable vital signs, and no specified medical conditions or congenital anomalies.",A total of 112 newborns will be randomly assigned in a 1:1 ratio to either the nesting intervention group or the routine care control group.,A total of 112 newborns will be randomly assigned in a 1:1 ratio to either the nesting intervention group or the routine care control group.,0.5411764705882353,0.5411764705882353,0.89735615,0.89735615,1.0,1.0,0.23076923076923078,0.23076923076923078,False,False
"TITLE: The Effect of Nesting Practice on Pain, Stress Level, and Breastfeeding Success During Intramuscular Injection in Term Newborns Delivered by Cesarean Section
SUMMARY: This randomized controlled trial aims to evaluate the effect of nesting during the first intramuscular injection on pain, stress level, physiological parameters, settling time, and breastfeeding success in healthy term newborns delivered by cesarean section. A total of 112 newborns will be randomly assigned in a 1:1 ratio to either a nesting intervention group or a routine care control group. Newborns in the intervention group will receive nesting until the first intramuscular injection, whereas those in the control group will receive routine neonatal care. Pain, stress level, physiological parameters, settling time, and breastfeeding success will be evaluated using validated assessment tools. The findings are expected to provide evidence regarding the effectiveness of nesting as a simple, safe, and non-pharmacological intervention for reducing procedural pain and stress in newborns while supporting breastfeeding success.
INCLUSION_CRITERIA:
Written informed consent was obtained from the parent(s) or legal guardian(s) of the newborn.
Born by cesarean section.
Term newborn (gestational age between 37+0 and 41+6 weeks).
Birth weight between 2,500 g and 4,000 g.
Clinically stable vital signs (including heart rate, respiratory rate, and oxygen saturation).
No acute or chronic medical conditions.
No congenital anomalies.
No requirement for endotracheal intubation, resuscitation, or admission to the neonatal intensive care unit (NICU).
Scheduled to receive the first intramuscular injection after birth.",I'm a new mom who had a C-section. Will holding my baby close during their first shot help them feel less pain?,"Holding your baby close during their first shot may help them feel less pain, as the trial aims to evaluate the effectiveness of nesting practice in reducing procedural pain and stress in newborns delivered by cesarean section. However, it is important to note that this intervention has not been proven effective yet and further evidence is needed based on the results of this study.","The context does not provide specific information on whether holding your baby close during their first shot will help them feel less pain. The study evaluates the effect of nesting, which involves providing a warm, secure environment, on pain, stress level, and other outcomes.","Yes, holding your baby close during their first shot may help them feel less pain, as the study aims to evaluate the effect of nesting (holding the baby close) on pain and stress levels during the first intramuscular injection.",0.4074074074074074,0.5242718446601942,0.8966136,0.9137001,1.0,1.0,1.0,1.0,False,False
